2761,2454,2070
2762,2453,2068
2761,2454,2070
2761,2455,2070
2758,2455,2070
2758,2455,2068
2760,2457,2068
2760,2457,2071
2761,2459,2071
2761,2459,2070
2756,2459,2070
2756,2459,2067
2757,2461,2067
2757,2461,2069
2763,2463,2069
2763,2463,2068
2761,2460,2068
2761,2460,2070
2761,2459,2070
2761,2459,2065
2763,2462,2065
2763,2462,2071
2760,2463,2071
2760,2463,2071
2759,2463,2071
2759,2463,2070
2760,2460,2070
2760,2460,2071
2759,2463,2071
2759,2463,2070
2758,2465,2070
2758,2465,2069
2763,2464,2069
2763,2464,2074
2764,2465,2074
2764,2465,2075
2759,2460,2075
2759,2460,2073
2761,2461,2073
2761,2461,2066
2761,2456,2066
2760,2456,2066
2760,2456,2068
2760,2449,2068
2760,2449,2066
2752,2446,2066
2752,2446,2069
2751,2444,2069
2751,2444,2069
2753,2441,2069
2753,2441,2071
2753,2442,2071
2753,2442,2073
2753,2446,2073
2749,2446,2073
2749,2446,2075
2750,2442,2075
2750,2442,2071
2745,2441,2071
2745,2441,2072
2744,2438,2072
2744,2438,2067
2742,2443,2067
2742,2443,2062
2747,2440,2062
2747,2440,2058
2737,2438,2058
2737,2438,2052
2749,2431,2052
2749,2431,2048
2753,2432,2048
2753,2432,2050
2754,2425,2050
2754,2425,2051
2758,2436,2051
2758,2436,2050
2750,2433,2050
2750,2433,2056
2751,2441,2056
2751,2441,2060
2757,2450,2060
2757,2450,2063
2746,2465,2063
2746,2465,2066
2757,2465,2066
2757,2465,2063
2751,2468,2063
2751,2468,2067
2756,2464,2067
2756,2464,2069
2761,2465,2069
2761,2465,2077
2759,2462,2077
2759,2462,2072
2760,2462,2072
2760,2462,2074
2760,2464,2074
2760,2464,2074
2764,2463,2074
2764,2463,2078
2766,2466,2078
2766,2466,2075
2767,2466,2075
2767,2466,2069
2765,2468,2069
2765,2468,2080
2765,2468,2080
2765,2467,2080
2765,2467,2075
2766,2465,2075
2766,2465,2074
2767,2472,2074
2767,2472,2077
2766,2463,2077
2766,2463,2074
2763,2463,2074
2763,2463,2076
2763,2454,2076
2763,2454,2076
2766,2450,2076
2766,2450,2074
2762,2456,2074
2762,2456,2077
2760,2454,2077
2760,2454,2079
2762,2457,2079
2762,2457,2073
2768,2457,2073
2768,2457,2079
2762,2459,2079
2762,2459,2075
2773,2456,2075
2773,2456,2072
2774,2461,2072
2774,2461,2075
2770,2460,2075
2770,2460,2074
2767,2463,2074
2767,2463,2072
2766,2459,2072
2766,2459,2073
2766,2460,2073
2766,2460,2073
2763,2464,2073
2763,2464,2079
2762,2463,2079
2762,2463,2075
2764,2460,2075
2764,2460,2075
2762,2465,2075
2762,2465,2076
2763,2465,2076
2763,2459,2076
2763,2459,2078
2763,2458,2078
2763,2458,2078
2766,2461,2078
2766,2461,2075
2763,2465,2075
2763,2465,2078
2760,2465,2078
2760,2465,2076
2764,2465,2076
2764,2465,2079
2768,2469,2079
2768,2469,2080
2764,2469,2080
2764,2472,2080
2764,2472,2077
2761,2472,2077
2761,2471,2077
2761,2471,2078
2762,2468,2078
2762,2468,2080
2766,2469,2080
2766,2469,2080
2765,2469,2080
2765,2469,2075
2763,2466,2075
2763,2466,2077
2766,2467,2077
2766,2467,2077
2764,2469,2077
2764,2469,2077
2762,2466,2077
2762,2466,2078
2763,2466,2078
2763,2466,2080
2763,2458,2080
2763,2458,2081
2768,2460,2081
2768,2460,2078
2768,2452,2078
2768,2452,2077
2764,2449,2077
2764,2449,2083
2764,2448,2083
2764,2448,2080
2765,2448,2080
2765,2455,2080
2765,2455,2073
2767,2454,2073
2767,2454,2082
2766,2454,2082
2766,2456,2082
2766,2456,2078
2761,2456,2078
2761,2456,2078
2761,2456,2080
2763,2456,2080
2763,2457,2080
2763,2457,2079
2764,2457,2079
2764,2458,2079
2764,2458,2073
2759,2458,2073
2759,2458,2073
2759,2458,2064
2762,2455,2064
2762,2455,2065
2760,2453,2065
2760,2453,2066
2762,2452,2066
2762,2452,2068
2759,2452,2068
2759,2452,2072
2765,2452,2072
2765,2454,2072
2765,2454,2075
2761,2457,2075
2761,2457,2076
2758,2459,2076
2758,2459,2076
2759,2463,2076
2759,2463,2080
2761,2463,2080
2761,2463,2080
2761,2463,2083
2763,2463,2083
2763,2469,2083
2763,2469,2079
2757,2469,2079
2757,2463,2079
2757,2463,2079
2758,2463,2079
2758,2471,2079
2758,2471,2082
2759,2471,2082
2759,2466,2082
2759,2466,2079
2763,2466,2079
2763,2475,2079
2763,2475,2076
2762,2468,2076
2762,2468,2084
2758,2468,2084
2758,2469,2084
2758,2469,2075
2762,2469,2075
2762,2471,2075
2762,2471,2080
2761,2471,2080
2761,2467,2080
2761,2467,2081
2762,2467,2081
2762,2465,2081
2762,2465,2081
2764,2465,2081
2764,2467,2081
2764,2467,2081
2761,2467,2081
2761,2468,2081
2761,2468,2083
2756,2468,2083
2756,2467,2083
2756,2467,2087
2761,2467,2087
2761,2463,2087
2761,2463,2084
2758,2463,2084
2758,2456,2084
2758,2456,2084
2769,2456,2084
2769,2453,2084
2769,2453,2076
2762,2453,2076
2762,2451,2076
2762,2451,2083
2766,2451,2083
2766,2456,2083
2766,2456,2085
2760,2456,2085
2760,2452,2085
2760,2452,2080
2764,2452,2080
2764,2456,2080
2764,2456,2087
